;Con;Contp;PP;Reg;AgtId;Agt;Dat;Status;Lgt;N_characters;Agtp;Stage;StageSub;ThrdPart;OthAgr;Loc1ISO;Loc2ISO;UcdpCon;UcdpAgr;CowWar;GeWom;GeMe;GeMeOth;GeSo;GeLgbti;GeFa;HrGen;EqGen;HrDem;Prot;HrFra;HrCp;HrNi;HrMob;HrMob;HrDet;Med;HrCit
456;Croatia;Government;145.0;Europe and Eurasia;1217;UN Security Council Resolution 1023;1995-11-22;Unilateral document;2;2500;InterIntra;Imp;ExtPar;;"Page 1, 1. 
Welcomes the Basic Agreement on the Region of Eastern Slavonia, Baranja and Western Sirmium (S/1995/951, annex), signed on 12 November 1995 between the Government of the Republic of Croatia and the local Serb representatives in the presence of the United Nations mediator and the United States Ambassador to the Republic of Croatia;

Page 1-2, 2.
Recognizes the request to it contained in the Basic Agreement to establish a Transitional Administration and authorize an appropriate international force, stands ready to consider the above request expeditiously in order to facilitate the implementation of the Agreement, and invites the Secretary-General to maintain the closest possible contact with all those concerned in order to assist with its work on the matter;

Page 2, 3.
Stresses the need for the Government of the Republic of Croatia and the local Serb party to cooperate fully on the basis of the Agreement and refrain from any military activity or any measure that might hinder the implementation of the transitional arrangements set out in it, and reminds them of their obligation to cooperate fully with UNCRO and to ensure its safety and freedom of movement;";HRV;;390;;891.0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0
457;Croatia;Government/territory;145.0;Europe and Eurasia;563;Basic Agreement on the Region of Eastern Slavonia, Baranja, and Western Sirmium ('The Erdut Agreement');1995-11-12;Multiparty signed/agreed;3;4856;Intra;SubPar;MultIss;"Witnessed: Peter W. Galbraith, United States Ambassador; Thorvald Stoltenberg, United Nations Mediator ";;HRV;;390;1074.0;891.0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;1;0;0;0
458;Croatia;Government/territory;145.0;Europe and Eurasia;1181;Guiding Basic Principles for Negotiations on a Settlement of Eastern Slavonia, Baranja and Western Sirmium;1995-10-03;Multiparty signed/agreed;1;2707;InterIntra;Pre;Prin;Unclear, believed to have been negotiated by US Ambassador to Croatia, Peter Galbraith, and supported by International Conference on former Yugoslavia (ICFY) co-chairman, Thorvald Stoltenberg.;;HRV;;390;;891.0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;2;2
459;Croatia;Government/territory;145.0;Europe and Eurasia;1468;Agreement on the Surrender of the 21st Corps ;1995-08-08;Multiparty signed/agreed;2;3357;Intra;Cea;Rel;Witnessed by Commander of UNCRO Sector North, Colonel Mokrents ;;HRV;;390;;891.0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
460;Croatia;Government/territory;145.0;Europe and Eurasia;1215;Agreement between the Government of the Republic of Croatia and the United Nations Peace Forces (UNPF) - United Nations Confidence Restoration Operation (UNCRO) on temporary measures in the areas formerly known as 'Sector North' and 'Sector South';1995-08-06;Unilateral document;2;3581;Intra;SubPar;MultIss;;;HRV;;390;;891.0;0;0;0;0;0;0;1;0;0;1;2;0;0;1;1;0;0;0
461;Croatia;Government/territory;145.0;Europe and Eurasia;1200;Agreement (Economic Agreement);1994-12-02;Multiparty signed/agreed;7;12327;Intra;SubPar;Iss;"Witnessed by: P. GALBRAITH; L. KERESTEDZHIYANTS";"Page 2, I. WATER, 3.3
Full security will be guaranteed for all installations, facilities and working teams involved during the period of restoration of the water supply systems as well as after they have been put into operation. Within the Zone of Separation UNPROFOR will, for the duration of its mandate, provide this security in accordance with the Cease-fire Agreement.

Page 4, III. THE HIGHWAY, 2.1
Permissible traffic under the Agreement: Only that permitted under the Cease-fire Agreement of 29 March 1994 within UNPAs East and West.";HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
462;Croatia;Government/territory;145.0;Europe and Eurasia;324;Ceasefire Agreement of 29 March 1994;1994-03-29;Multiparty signed/agreed;8;14915;Intra;Cea;Ceas;"Witnessed by: K. EIDE; G. AHRENS; B. DE LAPRESLE";;HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
463;Croatia;Government/territory;145.0;Europe and Eurasia;1875;Serb-Croat Joint Declaration;1994-01-19;Multiparty signed/agreed;1;1402;Intra;Pre;Conf;;;HRV;;390;;891.0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
464;Croatia;Government/territory;145.0;Europe and Eurasia;1464;Agreement on UNPROFOR Control of 'Medak Pocket';1993-09-15;Status unclear;1;1153;InterIntra;Cea;Rel;Copy includes space for UNPROFOR witness, UNPROFOR did subsequently take control of Medak Pocket;;HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
465;Croatia;Government/territory;145.0;Europe and Eurasia;1463;Complementary agreement to the agreement of 15-16 July 1993 ;1993-07-23;Multiparty signed/agreed;1;979;InterIntra;Cea;Rel;"Witnessed, on behalf of UNPROFOR, by General Eide; General Cot";"Page 1, 
The areas mentioned in the agreement of 15-16 July 1993 will be under the control of UNPROFOR. UNPROFOR units will start to deploy in the Zemunik-Maslenica area not later than 0900 hours on 26 July 1993. UNPROFOR forces will assume control of the whole area by no later than 31 July 1993. The other areas will be taken over by UNPROFOR after the signing of a formal cease-fire agreement. In the villages mentioned in the agreement of 15-16 July 1993, UNCIVPOL will be present together with five Serb policemen in each village, armed with side-arms only. Those policemen will be allowed to cross the present confrontation line and enter the villages on 1 August 1993.";HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
466;Croatia;Government/territory;145.0;Europe and Eurasia;1462;Agreement (Erdut/Zagreb);1993-07-15;Multiparty signed/agreed;1;1203;Intra;Cea;Ceas;"Witnesseed, on behalf of the International Conference on the Former Yugoslavia by: K. Vollebaek; G. Ahrens; General Eide";;HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
467;Croatia;Government/territory;145.0;Europe and Eurasia;1938;The Position of the Delegations;1993-06-16;Multiparty signed/agreed;1;1133;Intra;Cea;Ceas;;;HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
468;Croatia;Government/territory;145.0;Europe and Eurasia;1461;Agreement in Implementation of Security Council Resolution 802 (1993);1993-04-06;Multiparty signed/agreed;2;3125;Intra;Cea;CeaMix;D. OWEN;"Page 1, 1. 
In implementation of paragraph 1 of Security Council resolution 802, the armed forces of the Republic of Croatia shall cease hostile activities within or adjacent to the United Nations Protected Areas at 00:01 hours on the fourth day after the entry into force of this agreement. The Government of the Republic of Croatia and the Serb local authorities shall henceforth comply strictly with the cease-fire arrangements already agreed.

Page 1, 3.
In parallel to the withdrawal of Croatian Government armed forces pursuant to paragraph 2 and in accordance with a schedule established by UNPROFOR that may not extend beyond 10 days after the cessation of hostilities pursuant to paragraph 1, all heavy weapons shall be placed under the supervision of UNPROFOR in accordance with the Vance Plan.

Page 1, 5. 
The parties agree to begin, under the auspices as appropriate of UNPROFOR or the ICFY Steering Committee Co-Chairmen, to implement immediately the remaining provisions of the Vance Plan and of all relevant Security Council resolutions, including 762 (1992). To this end the parties shall commence talks, under the auspices of the Co-Chairmen, no later than 15 days after the entry into force of this agreement.

Page 1, 6. 
In order to enable UNPROFOR to carry out the functions foreseen for it under this agreement, UNPROFOR is to re-establish and strengthen its military and police presence in each area from which Croatian Government armed forces are to withdraw pursuant to paragraph 2 above, before such area is vacated. The parties shall request the United Nations to strengthen UNPROFOR to carry out these functions under the Vance Plan.";HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
469;Croatia;Government/territory;145.0;Europe and Eurasia;1460;Daruvar Agreement;1993-03-18;Multiparty signed/agreed;2;2327;Intra;Imp;ImpMod;UNPROFOR Representatives (illegible signatures, no names given in agreement transcript). ;;HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1
470;Croatia;Government/territory;140.0;Europe and Eurasia;1459;Joint Declaration made at Geneva on 20 October 1992 by the President of Croatia and the President of Yugoslavia (Geneva);1992-10-20;Multiparty signed/agreed;2;3778;InterIntra;Imp;ImpMod;"Witnessed by: Cyrus Vance; David L. Owen";"Page 1, Untitled Preamble
The two Presidents reviewed the implementation of their joint declaration of 30 September and, in order to provide for its further implementation, declare as follows...

Page 1, 1. 
They note with satisfaction that various specific measures have already been taken to implement several fundamental issues covered in the joint declaration, that is, the agreement on Prevlaka; the stationing of observers at airfields in the Federal Republic of Yugoslavia and in the Republic of Croatia; and the establishment of a Joint Inter-State Committee and its five commissions.

Page 1, 3. 
Reaffirming their commitment in paragraph 2 of their joint declaration of 30 September, the two Presidents agree that the quadripartite mechanism established therein should start its work as soon as possible. Its priority task should be to organize and facilitate the return and the resettlement, under humane conditions, of displaced persons and groups. The two Presidents further agree that their representatives will provide for an exchange of information on missing persons. 

Page 2, 5. 
The two Presidents agree to discuss, within their respective competencies, all elements concerning the implementation of the Vance plan at their next meeting with the two Co-Chairmen.";BIH;;390;;215.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1
471;Croatia;Government/territory;145.0;Europe and Eurasia;1458;Joint Declaration (International Conference on the Former Yugoslavia);1992-09-30;Multiparty signed/agreed;2;4403;InterIntra;Pre;PreMix;Witnessed by Cyrus R. Vance, David L. Owen;"Page 1, 3. 
The two Presidents agree that the Yugoslav Army will leave Prevlaka by 20 October 1992 in accordance with the Vance Plan. Security in the area will be resolved by demilitarization and the deployment of United Nations monitors. The overall security of Boka Kotorska and Dubrovnik will be resolved through subsequent negotiations.";HRV;;390;;215.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
472;Croatia;Government/territory;140.0;Europe and Eurasia;1295;Belgrade Joint Communique of 11 September 1992 issued by Federal Republic of Yugoslavia President Cosic and Federal Republic of Yugoslavia Prime Minister Panic and witnessed by the Co-Chairmen (The London Conference);1992-09-11;Multiparty signed/agreed;3;5061;InterIntra;Pre;Prin;"Witnessed by Cyrus Vance; David Owen";"Page 2, 4. 
With respect to relations with Croatia:
...(e) An agreement in principle has been achieved regarding the Prevlaka peninsula. A definitive agreement will be reached after consulting the Secretary-General of the United Nations, the Security Council and the Governments concerned;

Page 2, 4. 
With respect to relations with Croatia:
...(g) We also call on all parties to adhere strictly to the United Nations peace-keeping plan, and in particular to support the efforts of UNPROFOR in the protected areas to eliminate illegal activities of irregular elements, both Serbian and Croatian;";BIH;;389;;215.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
473;Croatia;Government/territory;145.0;Europe and Eurasia;1851;"Agreement reached in Geneva under ICRC auspices on 28 and 29 July 1992
";1992-07-29;Multiparty signed/agreed;1;1820;Intra;Pre;Conf;Mr Cornelio Sommaruga;"Page 1, 1)
All prisoners covered by the agreement of 6 November 1991, including prisoners who have been sentenced or against whom original proceedings have been initiated, shall be released simultaneously by both parties according to the principle “all for all” and without conditions. 

Page 1, 4)
In accordance with the agreement of 6 November 1991, each prisoner is interviewed in private by ICRC delegates and is entitled to refuse repatriation. 

";HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
474;Croatia;Government/territory;145.0;Europe and Eurasia;1882;Addendum to the Memorandum of Understanding of 27 November 1991;1992-05-23;Multiparty signed/agreed;1;946;Intra;Pre;PreOth;;"Page 1, 1. 
The delegation of the Federal Republic of Yugoslavia confirms that the Federal Republic of Yugoslavia undertakes to respect all obligations arising from the Memorandum of Understanding of 27 November 1991 for the Federal Executive Council, the Yugoslav People's Army and the Republic of Serbia.

Page 1, 2. 
The Federal Republic of Yugoslavia and the Republic of Croatia agree to extend the rights and obligations of the Memorandum to those provided for by the Four Geneva Conventions of 12 August 1949 and by Additional Protocol I of 1977, on the territories under their control and in conformity with their acts of ratification or declarations of succession.";HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
475;Croatia;Government/territory;145.0;Europe and Eurasia;1019;Implementing Accord;1992-01-02;Multiparty signed/agreed;2;2567;Intra;Cea;Rel;Witnessed by Cyrus R VANCE, Personal Envoy of the Secretary General of the United Nations;"Page 1, 
The following constitutes an agreement reached between Colonel-General A. Raseta and Defence Minister G. Susak, on behalf of their respective authorities, at Sarajevo on 2 January 1991 under the auspices of Mr. Cyrus R. Vance, Personal Envoy of the Secretary-General of the United Nations, concerning modalities for implementing the unconditional cease-fire agreed to at Geneva by President Milosevic, President Tudjman and Federal Secretary-General Kadijevic on 23 November 1991, which text was signed at that time by Mr. Vance.";HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0
476;Croatia;Government/territory;145.0;Europe and Eurasia;1880;Agreement Relating to the Establishment of a Protected Zone around the Hospital of Osijek;1991-12-27;Multiparty signed/agreed;4;8018;Intra;Pre;PreOth;Chaired by Mr Thierry Germond, Delegate General for Europe of the International Committee of the Red Cross (ICRC);"Page 3, 16.
(1) Nothing in this agreement shall be interpreted as diminishing the obligations of the parties under International Humanitarian Law and their Memorandum of Understanding of 27 November 1991.";HRV;;390;;864.0;1;0;0;0;0;1;0;0;0;0;3;0;0;1;1;0;0;0
477;Croatia;Government/territory;145.0;Europe and Eurasia;1888;Joint Commission to Trace Missing Persons and Mortal Remains;1991-12-16;Multiparty signed/agreed;10;11563;Intra;Pre;Conf;;"Page 1, BASIC RULES
Taking into consideration the ""Memorandum of Understanding"" adopted on 27th November 1991 and in particular the point 8 relative to the tracing of missing persons and mortal remains the parties decide to set up a Joint Commission which will work...

Page 8, PART IV, RULE 20 (TERMINATION OF THE COMMISSION)
The work of the Commission shall end upon completion of its tasks or following a decision taken by the signatories of the Memorandum of Understanding agreed in Geneva on 27 November 1991.";HRV;;390;;864.0;0;0;0;0;0;1;0;0;0;1;3;0;0;0;0;0;0;0
478;Croatia;Government/territory;145.0;Europe and Eurasia;1457;Concept for a United Nations peace-keeping operation in Yugoslavia;1991-12-11;Unilateral document;6;15175;InterIntra;Pre;Conf;;"Page 1, 2. 
The operation would be established by the United Nations Security Council, acting on a recommendation by the Secretary-General. Before making such a recommendation, the Secretary-General would need to be satisfied that all concerned in the conflict were, in a serious and sustained way, abiding by the arrangements, including an unconditional cease-fire, agreed at Geneva on 23 November 1991...";HRV;;390;;864.0;0;0;0;0;0;0;1;2;0;1;0;0;0;1;1;0;1;0
479;Croatia;Government/territory;145.0;Europe and Eurasia;1456;Joint Statement (Zagreb);1991-12-08;Multiparty signed/agreed;2;2511;Intra;Cea;Rel;Witnessed by: Ambassador Dirk Jan VAN HOUTEN, Ambassador Herbert S. OKUN;"Page 1, 
...With this agreement the parties concur that all outstanding issues have been resolved with respect to the blockade lifting of all Yugoslav National Army (JNA) facilities in Croatia and the relocation of all JNA personnel and equipment involved, as set out in the Hague Agreement of 18 October 1991 and the Geneva Agreement of 23 November 1991, as well as the Zagreb implementing Agreement of 22 November 1991.";HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
480;Croatia;Government/territory;145.0;Europe and Eurasia;1455;Agreement (Dubrovnik ceasefire);1991-12-07;Multiparty signed/agreed;3;4840;Intra;Cea;Ceas;The stipulation of this Agreement is attended by the members of E.C.M.M., as confirmed by the signature of Mr. P.B. Hvalkof. ;"Page 1, Untitled preamble
...According to the Agreement of Geneva of November 23, 1991 signed, among others, by the President of the Republic of Croatia Dr. Franjo Tudjman and Federal Secretary of Defence Veljko Kadijevic,...";HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0
481;Croatia;Government/territory;145.0;Europe and Eurasia;1173;The Vance Plan (UN Plan);1991-12-01;Unilateral document;4;14629;Intra;Pre;Conf;;"Page 1, GENERAL PRINCIPLES, 2.
The operation would be established by the United Nations Security Council, acting on a recommendation by the Secretary-General. Before making such a recommendation, the Secretary-General would need to be satisfied that all concerned in the conflict were, in a serious and sustained way, abiding by the arrangements, including an unconditional ceasefire, agreed at Geneva on 23 November 1991...";HRV;;390;;864.0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;2;0
482;Croatia;Government/territory;145.0;Europe and Eurasia;1454;Memorandum of Understanding (Geneva);1991-11-27;Multiparty signed/agreed;3;7248;Intra;Pre;PreOth;"Mr. Claudio Caratsch, Vice-President of the ICRC
Mr. Jean de Courten, Director of Operations, Member of the Executive Board of the ICRC
Mr. Thierry Germond, Delegate General for Europe (Chairman of the above-mentioned meeting)
Mr. Francis Amar, Deputy Delegate General for Europe
Mr. François Bugnion, Deputy Director of Principles, Law and Relations with Movement
Mr. Thierry Meyrat, Head of Mission, ICRC Belgrade
Mr. Pierre-André Conod, Deputy Head of Mission, ICRC Zagreb
Mr. Jean-François Berger, Taskforce Yugoslavia
Mr. Vincent Lusser, Taskforce Yugoslavia
Mr. Marco Sassòli, Member of the Legal Division
Mrs. Cristina Piazza, Member of the Legal Division
Dr. Rémy Russbach, Head of the Medical Division
Dr. Jean-Claude Mulli, Deputy Head of the Medical Division
Mr. Jean-David Chappuis, Head of the Central Tracing Agency";;HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;1;0;1;0
483;Croatia;Government/territory;145.0;Europe and Eurasia;318;Cease-fire Agreement of 23 November 1991;1991-11-23;Multiparty signed/agreed;1;1083;Intra;Cea;Ceas;Cyrus Vance (Personal Envoy to United Nations Secretary-General) ;;HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
484;Croatia;Government/territory;145.0;Europe and Eurasia;1453;Agreement between the official delegates of the Republic of Croatia and the JNA;1991-11-22;Multiparty signed/agreed;4;10667;Intra;Cea;Rel;COSIGNATORY OF THE PMEZ (signature illegible);;HRV;;390;;864.0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0
485;Croatia;Government/territory;145.0;Europe and Eurasia;1651;Agreement on the General Protocol between the Representatives of the JNA and the Dubrovnik Municipality ;1991-11-19;Multiparty signed/agreed;1;1170;Intra;Pre;Conf;;;HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
486;Croatia;Government/territory;145.0;Europe and Eurasia;1650;Decisions on humanitarian convoy to evacuate wounded and sick from Vukovar hospital;1991-11-18;Multiparty signed/agreed;1;2837;Intra;Pre;Conf;;;HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
487;Croatia;Government/territory;145.0;Europe and Eurasia;1649;Prisoner Exchange Agreement;1991-11-06;Multiparty signed/agreed;2;3583;Intra;Pre;Conf;Ambassador Dirk-Jan Van Houten;;HRV;;390;;864.0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
488;Croatia;Government/territory;145.0;Europe and Eurasia;1879;"The Hague Statement on Respect of Humanitarian Principles
";1991-11-05;Multiparty signed/agreed;1;1135;Intra;Pre;PreOth;;;HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;1;1;0;0
489;Croatia;Government/territory;145.0;Europe and Eurasia;1452;Ceasefire Agreement (The Hague) ;1991-10-18;Multiparty signed/agreed;1;632;Intra;Cea;Ceas;;;HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
490;Croatia;Government/territory;145.0;Europe and Eurasia;1451;Agreement between the JNA and the Representatives of Ilok;1991-10-14;Multiparty signed/agreed;2;4157;Intra;Cea;Ceas;With the presence of the representatives of the Mission of the European Community Hugh Cunningham and Petr Kypr;;HRV;;390;;864.0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1
491;Croatia;Government/territory;145.0;Europe and Eurasia;1648;Memorandum of Agreement;1991-10-08;Multiparty signed/agreed;2;2363;Intra;Cea;Ceas;European Community Ambassador Dirk-Jan Van Houten ;"Page 1, Untitled preamble 
...bearing in mind the agreement signed in The Hague on October 4, 1991 

Page 2, 6. 
In accordance with the Memorandum of Understanding of September 1, 1991, extending its activities to Croatia, the European Community Monitoring Mission deployed in Croatia will lend its best efforts to monitoring the effective implementation of all the provisions of this agreement. ";HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
492;Croatia;Government/territory;145.0;Europe and Eurasia;1450;JNA - Croatia Cease-fire Agreement of September 22;1991-09-22;Multiparty signed/agreed;1;1546;Intra;Cea;Ceas;;"Page 1, Federal Defence Ministry Announcement
Pursuant to the statement signed at Igalo on 17 September 1991, an arrangement was made with the leadership of the Republic of Croatia at 11:50 hours today to adopt and proclaim mutual orders for an absolute cessation of fire, and of all attacks and movements, at 15:00 hours on 22 September 1991...

Page 1, Croatian President Franjo Tudman's Order
...After the implementation of this agreement on a genuine cease-fire, negotiations will be commenced on the discharge of all the obligations stemming from the agreement signed at Igalo on 17 September 1991 and on the disengagement of the armed forces of the SFRY and the Republic of Croatia.";HRV;;385;;864.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
493;Croatia;Government/territory;145.0;Europe and Eurasia;1449;Joint Statement (Igalo Ceasefire Agreement) ;1991-09-17;Multiparty signed/agreed;1;2247;Intra;Cea;Ceas;Lord Carrington introduced the statement, as a member of the Arbitration Commission of the Conference on Yugoslavia. ;;HRV;;385;;864.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
494;Croatia;Government/territory;145.0;Europe and Eurasia;1647;Memorandum of Understanding on the Extension of Monitoring Activities of the Monitor Mission to Yugoslavia;1991-09-01;Multiparty signed/agreed;5;13926;InterIntra;Imp;ImpMod;;"Page 1, Untitled preamble
Taking into account:... • the agreements reached at Brioni on July 7, 1991 and 
• In conformity with the Memorandum of Understanding on the Monitor Mission to Yugoslavia, signed at Belgrade on July 13, 1991, by Representatives of the European Community and its Member States, the Federal Authorities of Yugoslavia, the Republic of Croatia and the Republic of Slovenia, which remains in force according to its provisions,
• the Agreement on Cease-fire Belgrade, September 1, 1991...

Page 2, Article I (mandate), 1.
The activities of the multinational Monitor Mission established on the basis of the Memorandum of Understanding of July 13, 1991, will be extended to include the monitoring of the cease-fire agreed upon on September 1, 1991, at Belgrade, once it has become effective. The aim of this extension of activities will be to help stabilize this cease-fire and, to that end, the Monitor Mission will conduct ad hoc evaluations of, and investigate alleged violations, of the following elements of the ceasefire, which have to be effectively instituted, as agreed between the Signing Parties to the Agreement on Cease-fire of Belgrade, September 1, 1991:...

Page 2, Article II (duration), 2. 
The Monitor Mission will end its activities on October 13, 1991, three months after signature of the Memorandum of Understanding of July 13, 1991. The Participating Parties may decide to prolong the mandate of the Monitor Mission.

Page 3, Article V (composition), 4.
For the purpose of this Memorandum of Understanding, the number of monitors mentioned in the Memorandum of Understanding of July 13, 1991, will be augmented from 50 to approximately 200. The number of personnel required can be changed as agreed between the Participating Parties.";HRV;;385;;864.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0
495;Croatia;Government/territory;145.0;Europe and Eurasia;1448;Cease-fire Agreement;1991-09-01;Multiparty signed/agreed;2;3242;Intra;Cea;Ceas;;"Page 1, 3. 
The signatories also agree together with Yugoslav institutions that the Observer Mission of the EC and its member States should expand their present activities in order to be able to take part in the above mentioned monitoring of the implementation of the Agreement, in keeping with the provisions of the Memorandum on Understanding appended to this Agreement, submitted to the European Community and its member States....";HRV;;390;;864.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
496;Democratic Republic of Congo;Government;31.0;Africa (excl MENA);1913;Global and Inclusive Political Agreement of the Inter-diocesan Center of Kinshasa ;2016-12-31;Multiparty signed/agreed;17;33723;Intra;SubComp;FrAg;"(Described as 'non-signatory' participants)

1. Rassemblement des Forces Politiques et Sociales
1. Félix TSHISEKEDI TSHILOMBO
2. Valentin Mubake Nombi
3. Christophe LUTUNDULA APALA
4. Gilbert KANKONDE NKASHAMA
5. Jean-Marc KABUND-A-KABUND
6. Joseph OLENGHANKOY MUKUNDJI
7. Martin FAYULU MADIDI
8. Delly SESANGA HIPUNGU
9. Didier MOLISHO SADI
10. Jean-Pierre LISANGA BONGANGA
11. Olivier KAMITATU ETSU

2. Front pour le Respect de la Constitution

1. Eve BAZAIBA MASUDI
2. Jacques LUNGUANA MATUMONA
3. Alexis LENGA WALENGA

3. Société Civile

1. Georges KAPIAMBA KAPIAMBA
2. Christopher NGOY MUTAMBA
";"Political Agreement of October 18, 2016
United Nations Security Council Resolution 2277
Addis Ababa Framework Agreement";COD;;283;;;1;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;3;1
497;Democratic Republic of Congo;Inter-group;101.0;Africa (excl MENA);2133;Declaration finale du forum sur la PAIX dans le territorire de NYUNZU;2015-12-10;Multiparty signed/agreed;4;5398;IntraLocal;SubPar;MultIss;"Diocesan Justice and Peace Commission (CDJP) of Kalemie-Kirungu
UN force: MONUSCO";;COD;;265;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
498;Democratic Republic of Congo;Government;34.0;Africa (excl MENA);793;Outcome Documents from the Conclusion of the Kampala Dialogue between the Government of the Democratic Republic of the Congo and the M23;2013-12-12;Multiparty signed/agreed;24;57741;Intra;SubPar;MultIss;"H.E. Ban Ki-moon, Secretary General of the United Nations
H.E. Yoweri K. Museveni, President of the Republic of Uganda and Chairperson of the ICGLR;

(Page 1, Untitled Preamble: H.E. Yoweri K. Museveni
President of the Republic of Uganda and Chairperson of ICGLR

H.E. Dr. Joyce Banda
President of the Republic of Malawi and Chairperson of SADC

2. Formal dialogue stared on 9th December 2012 and ended on 3rd November 2013. The facilitation of the dialogue was carried out on behalf of President Museveni by Uganda's Minister of Defense, Dr. Crispus W.C.B. Kiyonga, with the support of the ICGLR Secretariat and technical assistance from Mrs. Sahle-Work Zewde, Director General of the United Nations Office at Nairobi and from the United Nations, New York)";"Declaration of the Heads of State and Government of the International Conference on the Great Lakes Region (ICGLR)

Framework Agreement for Peace, Security and Cooperation for the Democratic Republic of Congo and the Region";COD;;283;;;1;0;0;0;0;1;1;0;1;1;0;0;0;1;1;0;2;1
499;Democratic Republic of Congo;Government;34.0;Africa (excl MENA);788;"Agenda for the Dialogue between the Government of the DRC and the M23 on the situation in Eastern Congo
";2013-01-16;Multiparty signed/agreed;2;1976;Intra;Imp;ExtPar;"Facilitator: Dr. C.W.G.B. Kiyonga (MP)
Minister for Defense of Uganda and Facilitator 
";;COD;;283;1468.0;;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;1
500;Democratic Republic of Congo;Government;34.0;Africa (excl MENA);722;Peace Agreement between the Government and Le Congres National pour la Défense du Peuple (CNDP);2009-03-23;Multiparty signed/agreed;8;15243;Intra;SubComp;FrAg;;"- The Pact on Security, Stability and Development in the Great Lakes Region signed on 15 December 2006 in Nairobi;
- The Nairobi Joint Communique of 9 November 2007;
- The Acts of Engagement signed in Goma on 23 January 2008 following the Conference on Peace, Stability and Development in the Provinces of North Kivu and South Kivu, as well as the resolutions of this conference;
- The relevant resolutions of the Security Council, notably resolutions 1843, 1856 and 1857 on the security situation in North Kivu, the reinforcement of the MONUC and its new mandate;
- The Joint Communique of the Summit of Heads of State and of Government of the Great Lakes Region held in Nairobi on 7 November 2008.

- The recent political and military declarations of the CNDP on 16 January and 4 February 2009
- Goma Acts of Engagement
";COD;;283;1384.0;;1;1;0;0;0;0;1;0;0;0;1;1;0;1;1;0;2;2
